Country,Item,Year,Value
Georgia,Mean BMI,2003,26.229194501
Germany,Mean BMI,2003,26.1009807457
Ghana,Mean BMI,2003,23.0273334625
Greece,Mean BMI,2003,26.9901922123
Greenland,Mean BMI,2003,25.9379642919
Grenada,Mean BMI,2003,25.7230670345
Guatemala,Mean BMI,2003,25.3861420021
Guinea,Mean BMI,2003,22.0834134913
Guinea Bissau,Mean BMI,2003,22.478571283
Guyana,Mean BMI,2003,25.1172503768
Haiti,Mean BMI,2003,23.8304346918
Honduras,Mean BMI,2003,25.3024481849
Hungary,Mean BMI,2003,26.3304026974
Iceland,Mean BMI,2003,25.8101545326
India,Mean BMI,2003,20.9695148786
Indonesia,Mean BMI,2003,21.9441415871
Iran,Mean BMI,2003,25.4826175543
Iraq,Mean BMI,2003,27.4675272553
Ireland,Mean BMI,2003,26.7568023792
Israel,Mean BMI,2003,26.5716156285
Italy,Mean BMI,2003,25.686633626
Ivory Coast,Mean BMI,2003,23.0327534808
Jamaica,Mean BMI,2003,26.0446204923
Japan,Mean BMI,2003,22.6026180263
Jordan,Mean BMI,2003,28.3361650384
Kazakhstan,Mean BMI,2003,25.8521333901
Kenya,Mean BMI,2003,22.2999781194
Kiribati,Mean BMI,2003,29.1599603375
Kuwait,Mean BMI,2003,29.0045478869
Kyrgyzstan,Mean BMI,2003,25.1659739974
Laos,Mean BMI,2003,21.4479767187
Latvia,Mean BMI,2003,25.9239315494
Lebanon,Mean BMI,2003,26.7869178755
Lesotho,Mean BMI,2003,24.1108222224
Liberia,Mean BMI,2003,23.3195633085
Libya,Mean BMI,2003,27.3987533649
Lithuania,Mean BMI,2003,26.2512595472
Luxembourg,Mean BMI,2003,25.936232109
Macedonia (TFYR),Mean BMI,2003,25.9751612429
Madagascar,Mean BMI,2003,20.8152739215
Malawi,Mean BMI,2003,22.016836122
Malaysia,Mean BMI,2003,24.3312514978
Maldives,Mean BMI,2003,23.7502503765
Mali,Mean BMI,2003,21.9447484148
Malta,Mean BMI,2003,27.2197759767
Marshall Islands,Mean BMI,2003,29.4172733973
Mauritania,Mean BMI,2003,24.1118039707
Mauritius,Mean BMI,2003,24.7684676202
Mexico,Mean BMI,2003,27.1369914116
Micronesia (Federated States of),Mean BMI,2003,29.1241984503
Moldova,Mean BMI,2003,26.2581626597
Mongolia,Mean BMI,2003,24.7310438544
Montenegro,Mean BMI,2003,25.6814230259
Morocco,Mean BMI,2003,24.9886935219
Mozambique,Mean BMI,2003,21.8081388315
Myanmar,Mean BMI,2003,21.6099867909
Namibia,Mean BMI,2003,23.2416440201
Nauru,Mean BMI,2003,33.4474858111
Nepal,Mean BMI,2003,21.0766930875
Netherlands,Mean BMI,2003,25.3298415042
New Zealand,Mean BMI,2003,27.1257932456
Nicaragua,Mean BMI,2003,26.2422177216
Niger,Mean BMI,2003,21.0804644809
Nigeria,Mean BMI,2003,22.6274518532
Niue,Mean BMI,2003,31.5365082583
North Korea,Mean BMI,2003,23.2427467437
Norway,Mean BMI,2003,26.0305908032
Occupied Palestinian Territory,Mean BMI,2003,27.8820603989
Oman,Mean BMI,2003,25.7931755528
Pakistan,Mean BMI,2003,22.91270106
Palau,Mean BMI,2003,29.5396597074
Panama,Mean BMI,2003,26.01671203
Papua New Guinea,Mean BMI,2003,24.4125201739
Paraguay,Mean BMI,2003,25.3973682576
Peru,Mean BMI,2003,25.4197971866
Philippines,Mean BMI,2003,22.464944126
Poland,Mean BMI,2003,25.747846678
Portugal,Mean BMI,2003,25.820042431
Puerto Rico,Mean BMI,2003,27.6706396026
Qatar,Mean BMI,2003,28.380621296
Romania,Mean BMI,2003,25.3808849589
Russian Federation,Mean BMI,2003,25.9804567852
Rwanda,Mean BMI,2003,21.1237651056
Saint Kitts and Nevis,Mean BMI,2003,27.9567614476
Saint Lucia,Mean BMI,2003,27.5678911922
Saint Vincent and the Grenadines,Mean BMI,2003,25.9750780496
Samoa,Mean BMI,2003,31.0546999512
Sao Tome and Principe,Mean BMI,2003,23.8662165874
Saudi Arabia,Mean BMI,2003,28.0508593953
Senegal,Mean BMI,2003,22.39431957
Serbia,Mean BMI,2003,25.5618255473
Seychelles,Mean BMI,2003,25.8391224006
Sierra Leone,Mean BMI,2003,22.2809450412
Singapore,Mean BMI,2003,23.599300973
Slovakia,Mean BMI,2003,25.7968751898
Slovenia,Mean BMI,2003,25.7324527172
Solomon Islands,Mean BMI,2003,25.2797393268
Somalia,Mean BMI,2003,22.3834706182
South Africa,Mean BMI,2003,26.4333662797
South Korea,Mean BMI,2003,23.3077724665
Spain,Mean BMI,2003,26.3350055939
Sri Lanka,Mean BMI,2003,21.8684895822
Sudan,Mean BMI,2003,23.8179527676
Suriname,Mean BMI,2003,25.7863335738
Swaziland,Mean BMI,2003,25.7326287317
Sweden,Mean BMI,2003,25.471264861
Switzerland,Mean BMI,2003,25.0447057683
Syrian Arab Republic,Mean BMI,2003,27.365820611
Taiwan,Mean BMI,2003,23.4131237372
Tajikistan,Mean BMI,2003,24.5355073858
Tanzania,Mean BMI,2003,22.3734444462
Thailand,Mean BMI,2003,23.2069388273
Timor-Leste,Mean BMI,2003,20.1413613164
Togo,Mean BMI,2003,22.3937131622
Tokelau,Mean BMI,2003,31.8655367592
Tonga,Mean BMI,2003,31.6324598174
Trinidad and Tobago,Mean BMI,2003,26.4329638314
Tunisia,Mean BMI,2003,25.5253452702
Turkey,Mean BMI,2003,27.1463302127
Turkmenistan,Mean BMI,2003,25.1731179192
Tuvalu,Mean BMI,2003,30.2533116249
Uganda,Mean BMI,2003,21.3960305765
Ukraine,Mean BMI,2003,26.0184380413
United Arab Emirates,Mean BMI,2003,27.9714540832
United Kingdom,Mean BMI,2003,26.6946349418
United States of America,Mean BMI,2003,28.0359490346
Uruguay,Mean BMI,2003,26.2400289795
Uzbekistan,Mean BMI,2003,25.2600164811
Vanuatu,Mean BMI,2003,25.7502371563
Venezuela,Mean BMI,2003,26.5152176153
Vietnam,Mean BMI,2003,20.2537269583
Yemen,Mean BMI,2003,22.7476043591
Zambia,Mean BMI,2003,21.770798944
Zimbabwe,Mean BMI,2003,23.4257669626
Afghanistan,Mean BMI,2008,22.6179637911
Albania,Mean BMI,2008,26.0637840013
Algeria,Mean BMI,2008,25.0577785525
American Samoa,Mean BMI,2008,34.2651145969
Andorra,Mean BMI,2008,26.9908532018
Angola,Mean BMI,2008,22.6321102419
Antigua and Barbuda,Mean BMI,2008,26.0551700459
Argentina,Mean BMI,2008,27.0617591535
Armenia,Mean BMI,2008,26.0619164505
Australia,Mean BMI,2008,26.9893636021
Austria,Mean BMI,2008,25.4838860508
Azerbaijan,Mean BMI,2008,26.3682412571
Bahamas,Mean BMI,2008,27.5173863952
Bahrain,Mean BMI,2008,25.2053724369
Bangladesh,Mean BMI,2008,20.9410084218
Barbados,Mean BMI,2008,27.266351456
Belarus,Mean BMI,2008,26.3692364408
Belgium,Mean BMI,2008,26.0271612492
Belize,Mean BMI,2008,28.3469174134
Benin,Mean BMI,2008,22.9941013918
Bermuda,Mean BMI,2008,28.0298398951
Bhutan,Mean BMI,2008,23.2335951205
Bolivia,Mean BMI,2008,25.709709118
Bosnia and Herzegovina,Mean BMI,2008,25.3999030866
Botswana,Mean BMI,2008,24.1570723693
Brazil,Mean BMI,2008,25.738512719
Brunei Darussalam,Mean BMI,2008,26.2943247622
Bulgaria,Mean BMI,2008,26.0153505575
Burkina Faso,Mean BMI,2008,21.6914439576
Burundi,Mean BMI,2008,21.2088971261
Cabo Verde,Mean BMI,2008,24.1328734065
Cambodia,Mean BMI,2008,21.422359663
Cameroon,Mean BMI,2008,23.9251707684
Canada,Mean BMI,2008,26.9165566517
Central African Republic,Mean BMI,2008,22.2646510111
Chad,Mean BMI,2008,21.6292554442
Chile,Mean BMI,2008,27.4332808248
China,Mean BMI,2008,23.1115066023
China (Hong Kong SAR),Mean BMI,2008,23.8245475016
Colombia,Mean BMI,2008,25.6664574192
Comoros,Mean BMI,2008,23.7073994148
Congo,Mean BMI,2008,22.7761655344
Cook Islands,Mean BMI,2008,32.5037345875
Costa Rica,Mean BMI,2008,26.7874569762
Croatia,Mean BMI,2008,26.6609730236
Cuba,Mean BMI,2008,25.2363417447
Cyprus,Mean BMI,2008,26.8698231831
Czech Republic,Mean BMI,2008,26.9485910049
Denmark,Mean BMI,2008,25.3516867539
Djibouti,Mean BMI,2008,23.9069420597
Dominica,Mean BMI,2008,26.4099257216
Dominican Republic,Mean BMI,2008,25.889435636
DR Congo,Mean BMI,2008,21.4590290194
Ecuador,Mean BMI,2008,26.3903549442
Egypt,Mean BMI,2008,28.7595258883
El Salvador,Mean BMI,2008,26.9737506468
Equatorial Guinea,Mean BMI,2008,23.5039270605
Eritrea,Mean BMI,2008,20.5219333277
Estonia,Mean BMI,2008,26.1979763723
Ethiopia,Mean BMI,2008,20.2723173791
Fiji,Mean BMI,2008,27.1765524211
Finland,Mean BMI,2008,26.1161352849
France,Mean BMI,2008,25.2097886345
French Polynesia,Mean BMI,2008,29.4944069042
Gabon,Mean BMI,2008,24.7121982717
Gambia,Mean BMI,2008,23.232744563
Georgia,Mean BMI,2008,26.76834902
Germany,Mean BMI,2008,26.3988735858
Ghana,Mean BMI,2008,23.505661708
Greece,Mean BMI,2008,27.1899128033
Greenland,Mean BMI,2008,26.1903367419
Grenada,Mean BMI,2008,26.2670330279
Guatemala,Mean BMI,2008,25.8972844986
Guinea,Mean BMI,2008,22.5029057624
Guinea Bissau,Mean BMI,2008,22.9701460938
Guyana,Mean BMI,2008,25.6629140681
Haiti,Mean BMI,2008,24.5048296573
Honduras,Mean BMI,2008,25.9477048105
Hungary,Mean BMI,2008,26.7744490109
Iceland,Mean BMI,2008,26.087178221
India,Mean BMI,2008,21.3266248463
Indonesia,Mean BMI,2008,22.4218735013
Iran,Mean BMI,2008,25.8383203098
Iraq,Mean BMI,2008,27.9749074087
Ireland,Mean BMI,2008,27.1795744974
Israel,Mean BMI,2008,26.983851582
Italy,Mean BMI,2008,25.8398169165
Ivory Coast,Mean BMI,2008,23.4474855786
Jamaica,Mean BMI,2008,26.7689396201
Japan,Mean BMI,2008,22.7120299329
Jordan,Mean BMI,2008,28.6753139583
Kazakhstan,Mean BMI,2008,26.0972420124
Kenya,Mean BMI,2008,22.7388709791
Kiribati,Mean BMI,2008,29.5938847795
Kuwait,Mean BMI,2008,29.3256309164
Kyrgyzstan,Mean BMI,2008,25.7459991419
Laos,Mean BMI,2008,22.0225418072
Latvia,Mean BMI,2008,26.3097801807
Lebanon,Mean BMI,2008,27.1822987556
Lesotho,Mean BMI,2008,24.4809182703
Liberia,Mean BMI,2008,23.7432278422
Libya,Mean BMI,2008,27.7181559675
Lithuania,Mean BMI,2008,26.4309306944
Luxembourg,Mean BMI,2008,26.2223623648
Macedonia (TFYR),Mean BMI,2008,26.3157819314
Madagascar,Mean BMI,2008,21.0256948583
Malawi,Mean BMI,2008,22.3906205235
Malaysia,Mean BMI,2008,24.9266805885
Maldives,Mean BMI,2008,24.4713485014
Mali,Mean BMI,2008,22.4877286128
Malta,Mean BMI,2008,27.3385665526
Marshall Islands,Mean BMI,2008,29.5855638504
Mauritania,Mean BMI,2008,24.5815258797
Mauritius,Mean BMI,2008,25.0129574957
Mexico,Mean BMI,2008,27.5278170235
Micronesia (Federated States of),Mean BMI,2008,29.407552824
Moldova,Mean BMI,2008,26.6518196647
Mongolia,Mean BMI,2008,25.3397976794
Montenegro,Mean BMI,2008,26.1195997736
Morocco,Mean BMI,2008,25.3921724264
Mozambique,Mean BMI,2008,22.1845792309
Myanmar,Mean BMI,2008,22.0102029368
Namibia,Mean BMI,2008,23.6933596391
Nauru,Mean BMI,2008,33.106101679
Nepal,Mean BMI,2008,21.640405292
Netherlands,Mean BMI,2008,25.5809011489
New Zealand,Mean BMI,2008,27.6150379859
Nicaragua,Mean BMI,2008,26.7031246553
Niger,Mean BMI,2008,21.4718546482
Nigeria,Mean BMI,2008,22.9839564595
Niue,Mean BMI,2008,31.911261288
North Korea,Mean BMI,2008,23.5674045713
Norway,Mean BMI,2008,26.4121730778
Occupied Palestinian Territory,Mean BMI,2008,28.339434713
Oman,Mean BMI,2008,26.0058886134
Pakistan,Mean BMI,2008,23.3862441177
Palau,Mean BMI,2008,29.6251545078
Panama,Mean BMI,2008,26.4513371353
Papua New Guinea,Mean BMI,2008,24.9013543977
Paraguay,Mean BMI,2008,25.9630147174
Peru,Mean BMI,2008,25.9110425276
Philippines,Mean BMI,2008,22.7273468992
Poland,Mean BMI,2008,26.147145132
Portugal,Mean BMI,2008,25.9489147103
Puerto Rico,Mean BMI,2008,28.0142747842
Qatar,Mean BMI,2008,28.8283916994
Romania,Mean BMI,2008,26.0123915639
Russian Federation,Mean BMI,2008,26.1834828304
Rwanda,Mean BMI,2008,21.5055291838
Saint Kitts and Nevis,Mean BMI,2008,28.5966379672
Saint Lucia,Mean BMI,2008,28.5255402908
Saint Vincent and the Grenadines,Mean BMI,2008,26.5423449146
Samoa,Mean BMI,2008,31.5956532506
Sao Tome and Principe,Mean BMI,2008,24.3634011301
Saudi Arabia,Mean BMI,2008,28.3211472877
Senegal,Mean BMI,2008,22.713905635
Serbia,Mean BMI,2008,25.8356499456
Seychelles,Mean BMI,2008,26.2821368412
Sierra Leone,Mean BMI,2008,22.5595543636
Singapore,Mean BMI,2008,23.6495279695
Slovakia,Mean BMI,2008,26.089019012
Slovenia,Mean BMI,2008,26.1120199888
Solomon Islands,Mean BMI,2008,25.7096142614
Somalia,Mean BMI,2008,22.738676604
South Africa,Mean BMI,2008,26.8535199417
South Korea,Mean BMI,2008,23.5104743938
Spain,Mean BMI,2008,26.3584630226
Sri Lanka,Mean BMI,2008,22.3513909506
Sudan,Mean BMI,2008,24.1757219275
Suriname,Mean BMI,2008,26.1515349834
Swaziland,Mean BMI,2008,26.2058159291
Sweden,Mean BMI,2008,25.7900427136
Switzerland,Mean BMI,2008,25.1926157754
Syrian Arab Republic,Mean BMI,2008,27.7903142926
Taiwan,Mean BMI,2008,23.7680985093
Tajikistan,Mean BMI,2008,25.1325785619
Tanzania,Mean BMI,2008,22.7297556957
Thailand,Mean BMI,2008,23.6954771749
Timor-Leste,Mean BMI,2008,20.5541969665
Togo,Mean BMI,2008,22.9427805387
Tokelau,Mean BMI,2008,32.2949277095
Tonga,Mean BMI,2008,31.9071056119
Trinidad and Tobago,Mean BMI,2008,26.9678124554
Tunisia,Mean BMI,2008,25.8900159123
Turkey,Mean BMI,2008,27.5208072577
Turkmenistan,Mean BMI,2008,25.7387475165
Tuvalu,Mean BMI,2008,30.5529874714
Uganda,Mean BMI,2008,21.8011795878
Ukraine,Mean BMI,2008,26.3419549499
United Arab Emirates,Mean BMI,2008,28.3198829612
United Kingdom,Mean BMI,2008,27.0428949252
United States of America,Mean BMI,2008,28.5283499256
Uruguay,Mean BMI,2008,26.6961093355
Uzbekistan,Mean BMI,2008,25.9003519675
Vanuatu,Mean BMI,2008,25.9895379752
Venezuela,Mean BMI,2008,26.67484295
Vietnam,Mean BMI,2008,20.8272824733
Yemen,Mean BMI,2008,23.1955778149
Zambia,Mean BMI,2008,22.1034823611
Zimbabwe,Mean BMI,2008,23.6083401261
Afghanistan,Mean BMI,2013,23.1395560487
Albania,Mean BMI,2013,26.5501893232
Algeria,Mean BMI,2013,25.4696589653
American Samoa,Mean BMI,2013,34.1617135882
Andorra,Mean BMI,2013,26.9295313909
Angola,Mean BMI,2013,23.1244149685
Antigua and Barbuda,Mean BMI,2013,26.5690273669
Argentina,Mean BMI,2013,27.5843538579
Armenia,Mean BMI,2013,26.3146624275
Australia,Mean BMI,2013,27.1944186345
Austria,Mean BMI,2013,25.6346005025
Azerbaijan,Mean BMI,2013,26.8831793133
Bahamas,Mean BMI,2013,27.925745507
Bahrain,Mean BMI,2013,24.9693599933
Bangladesh,Mean BMI,2013,21.4270460449
Barbados,Mean BMI,2013,27.6960367344
Belarus,Mean BMI,2013,26.630344818
Belgium,Mean BMI,2013,26.1925495543
Belize,Mean BMI,2013,28.8709819542
Benin,Mean BMI,2013,23.3999985553
Bermuda,Mean BMI,2013,28.3726837544
Bhutan,Mean BMI,2013,23.770094374
Bolivia,Mean BMI,2013,26.3122120857
Bosnia and Herzegovina,Mean BMI,2013,25.7213875713
Botswana,Mean BMI,2013,24.3537283102
Brazil,Mean BMI,2013,26.3610828904
Brunei Darussalam,Mean BMI,2013,26.9270567061
Bulgaria,Mean BMI,2013,26.3893625484
Burkina Faso,Mean BMI,2013,22.0246163547
Burundi,Mean BMI,2013,21.5323188406
Cabo Verde,Mean BMI,2013,24.4534203025
Cambodia,Mean BMI,2013,21.9374005126
Cameroon,Mean BMI,2013,24.2641622045
Canada,Mean BMI,2013,27.0492871423
Central African Republic,Mean BMI,2013,22.6802045383
Chad,Mean BMI,2013,21.8799099961
Chile,Mean BMI,2013,27.8878797483
China,Mean BMI,2013,23.6135568244
China (Hong Kong SAR),Mean BMI,2013,24.0970147472
Colombia,Mean BMI,2013,26.1062156015
Comoros,Mean BMI,2013,24.2365487316
Congo,Mean BMI,2013,23.1131870221
Cook Islands,Mean BMI,2013,32.8913448182
Costa Rica,Mean BMI,2013,27.2548896588
Croatia,Mean BMI,2013,27.2493657268
Cuba,Mean BMI,2013,25.5794244461
Cyprus,Mean BMI,2013,26.9531735856
Czech Republic,Mean BMI,2013,27.1640344471
Denmark,Mean BMI,2013,25.4097616197
Djibouti,Mean BMI,2013,24.0430642696
Dominica,Mean BMI,2013,26.8720011684
Dominican Republic,Mean BMI,2013,26.3665213905
DR Congo,Mean BMI,2013,21.8492002139
Ecuador,Mean BMI,2013,27.0289677882
Egypt,Mean BMI,2013,29.4085844387
El Salvador,Mean BMI,2013,27.4578787797
Equatorial Guinea,Mean BMI,2013,23.9436710047
Eritrea,Mean BMI,2013,20.6600116206
Estonia,Mean BMI,2013,26.4395503767
Ethiopia,Mean BMI,2013,20.4827585871
Fiji,Mean BMI,2013,27.6274466526
Finland,Mean BMI,2013,26.1249132186
France,Mean BMI,2013,25.2141663414
French Polynesia,Mean BMI,2013,29.5648637632
Gabon,Mean BMI,2013,25.1656644427
Gambia,Mean BMI,2013,23.8024250559
Georgia,Mean BMI,2013,27.3921009831
Germany,Mean BMI,2013,26.6267284452
Ghana,Mean BMI,2013,23.8259943905
Greece,Mean BMI,2013,27.2686145004
Greenland,Mean BMI,2013,26.3659842306
Grenada,Mean BMI,2013,26.8056600005
Guatemala,Mean BMI,2013,26.3777946546
Guinea,Mean BMI,2013,22.8103887918
Guinea Bissau,Mean BMI,2013,23.3240871775
Guyana,Mean BMI,2013,26.2241861504
Haiti,Mean BMI,2013,25.139606012
Honduras,Mean BMI,2013,26.5673419609
Hungary,Mean BMI,2013,27.2383742075
Iceland,Mean BMI,2013,26.2788341293
India,Mean BMI,2013,21.6863803202
Indonesia,Mean BMI,2013,22.9309631629
Iran,Mean BMI,2013,26.1530097824
Iraq,Mean BMI,2013,28.5702903593
Ireland,Mean BMI,2013,27.4873643558
Israel,Mean BMI,2013,27.3010063646
Italy,Mean BMI,2013,25.8101306177
Ivory Coast,Mean BMI,2013,23.7246800504
Jamaica,Mean BMI,2013,27.4897490335
Japan,Mean BMI,2013,22.7555515185
Jordan,Mean BMI,2013,29.0604640968
Kazakhstan,Mean BMI,2013,26.3877928419
Kenya,Mean BMI,2013,23.1550296343
Kiribati,Mean BMI,2013,29.9917590465
Kuwait,Mean BMI,2013,29.6929058022
Kyrgyzstan,Mean BMI,2013,26.3880798817
Laos,Mean BMI,2013,22.6328948853
Latvia,Mean BMI,2013,26.6330289033
Lebanon,Mean BMI,2013,27.6174648695
Lesotho,Mean BMI,2013,24.7961915718
Liberia,Mean BMI,2013,24.0388025664
Libya,Mean BMI,2013,28.0810707893
Lithuania,Mean BMI,2013,26.5640939583
Luxembourg,Mean BMI,2013,26.4114259561
Macedonia (TFYR),Mean BMI,2013,26.6909605341
Madagascar,Mean BMI,2013,21.2341044461
Malawi,Mean BMI,2013,22.7266007975
Malaysia,Mean BMI,2013,25.5064450918
Maldives,Mean BMI,2013,25.2420325826
Mali,Mean BMI,2013,22.8840485194
Malta,Mean BMI,2013,27.3181604515
Marshall Islands,Mean BMI,2013,29.7620665301
Mauritania,Mean BMI,2013,24.9014841021
Mauritius,Mean BMI,2013,25.2305714133
Mexico,Mean BMI,2013,27.8942537207
Micronesia (Federated States of),Mean BMI,2013,29.7322796843
Moldova,Mean BMI,2013,26.9836117839
Mongolia,Mean BMI,2013,26.01534147
Montenegro,Mean BMI,2013,26.5019737208
Morocco,Mean BMI,2013,25.848379155
Mozambique,Mean BMI,2013,22.5529106565
Myanmar,Mean BMI,2013,22.4598847937
Namibia,Mean BMI,2013,24.0827594303
Nauru,Mean BMI,2013,32.7930424121
Nepal,Mean BMI,2013,22.2264919264
Netherlands,Mean BMI,2013,25.6808985971
New Zealand,Mean BMI,2013,27.9924228512
Nicaragua,Mean BMI,2013,27.1447194681
Niger,Mean BMI,2013,21.7614304614
Nigeria,Mean BMI,2013,23.2246149859
Niue,Mean BMI,2013,32.3091873593
North Korea,Mean BMI,2013,23.9583030966
Norway,Mean BMI,2013,26.7000399887
Occupied Palestinian Territory,Mean BMI,2013,28.8313177931
Oman,Mean BMI,2013,26.3047286512
Pakistan,Mean BMI,2013,23.8358694621
Palau,Mean BMI,2013,29.6777373866
Panama,Mean BMI,2013,26.8506423688
Papua New Guinea,Mean BMI,2013,25.3945270677
Paraguay,Mean BMI,2013,26.5559768943
Peru,Mean BMI,2013,26.4762986837
Philippines,Mean BMI,2013,23.037962287
Poland,Mean BMI,2013,26.5954426348
Portugal,Mean BMI,2013,25.8721784383
Puerto Rico,Mean BMI,2013,28.3592021906
Qatar,Mean BMI,2013,29.343337261
Romania,Mean BMI,2013,26.7195076573
Russian Federation,Mean BMI,2013,26.2910003614
Rwanda,Mean BMI,2013,21.8345361125
Saint Kitts and Nevis,Mean BMI,2013,29.2409729599
Saint Lucia,Mean BMI,2013,29.5478054414
Saint Vincent and the Grenadines,Mean BMI,2013,27.1022468842
Samoa,Mean BMI,2013,32.145700359
Sao Tome and Principe,Mean BMI,2013,24.703212709
Saudi Arabia,Mean BMI,2013,28.6309798251
Senegal,Mean BMI,2013,22.9133155162
Serbia,Mean BMI,2013,26.0984494135
Seychelles,Mean BMI,2013,26.7030953853
Sierra Leone,Mean BMI,2013,22.6899514269
Singapore,Mean BMI,2013,23.7208668452
Slovakia,Mean BMI,2013,26.4190222312
Slovenia,Mean BMI,2013,26.50593799
Solomon Islands,Mean BMI,2013,26.1574588241
Somalia,Mean BMI,2013,23.0627164921
South Africa,Mean BMI,2013,27.1734981513
South Korea,Mean BMI,2013,23.6937036668
Spain,Mean BMI,2013,26.1883755739
Sri Lanka,Mean BMI,2013,22.8915720754
Sudan,Mean BMI,2013,24.5032669248
Suriname,Mean BMI,2013,26.4987726329
Swaziland,Mean BMI,2013,26.6415144247
Sweden,Mean BMI,2013,26.0326088311
Switzerland,Mean BMI,2013,25.2850497715
Syrian Arab Republic,Mean BMI,2013,28.2436332124
Taiwan,Mean BMI,2013,24.1830803491
Tajikistan,Mean BMI,2013,25.8196120307
Tanzania,Mean BMI,2013,23.0731459408
Thailand,Mean BMI,2013,24.2341602912
Timor-Leste,Mean BMI,2013,21.0485161175
Togo,Mean BMI,2013,23.3760326051
Tokelau,Mean BMI,2013,32.7214657927
Tonga,Mean BMI,2013,32.189864415
Trinidad and Tobago,Mean BMI,2013,27.5021873941
Tunisia,Mean BMI,2013,26.2773802556
Turkey,Mean BMI,2013,27.8895969587
Turkmenistan,Mean BMI,2013,26.361612365
Tuvalu,Mean BMI,2013,30.8687003605
Uganda,Mean BMI,2013,22.2184598791
Ukraine,Mean BMI,2013,26.598744399
United Arab Emirates,Mean BMI,2013,28.6898861379
United Kingdom,Mean BMI,2013,27.2320070792
United States of America,Mean BMI,2013,28.8681981512
Uruguay,Mean BMI,2013,27.2182435987
Uzbekistan,Mean BMI,2013,26.6212381191
Vanuatu,Mean BMI,2013,26.2023101078
Venezuela,Mean BMI,2013,26.7732469896
Vietnam,Mean BMI,2013,21.5167182445
Yemen,Mean BMI,2013,23.6724866258
Zambia,Mean BMI,2013,22.4391592212
Zimbabwe,Mean BMI,2013,23.7647296149
